,survey_info_start_date,survey_info_end_date,survey_info_status,survey_info_ip_address,survey_info_progress,survey_info_duration,survey_info_finished,survey_info_recorded_date,survey_info_response_id,survey_info_last_name,survey_info_first_name,survey_info_email,survey_info_reference,survey_info_latitute,survey_info_longitude,survey_info_dist_channel,survey_info_language,attitude_criticality,attitude_motivation,attitude_priority,education_impact,education_institution_effort,education_surgical_team,education_resuable_safety,education_reprocess_safety,barriers_surgical_staff,barriers_use_items,barriers_roadblocks,barriers_no_impact,willingness_reusable,willingness_reprocessed,willingness_reusable_gown,willingness_reusable_towel,willingness_prefcard_review,willingness_colleagues,willingness_scorecard,willingness_alcohol,willingness_los,willingness_telemedicine,incentive_personal_cash,incentive_division_cash,incentive_personal_percent,incentive_division_research_funding,incentive_personal_perk,incentive_division_perk,incentive_personal_recognition_from_dept,incentive_division_recognition_from_dept,incentive_personal_recognition_natl,inactive_state,inactive_institution_name,inactive_practice_setting,demographic_practice_list,demographic_role_list,demographic_years_in_practice,comments_text,demographic_distribution,quality_ambiguous_text,quality_ambiguous_questions,quality_straightlining_pct,quality_straightlining_questions,quality_unanswered_pct,quality_unanswered_questions,,demographic_us_region,demographic_acs_trauma_region,demographic_sample_size,quality_unanswered_length
116,2023-07-25 15:00:26,2023-07-25 15:06:51,IP Address,128.252.31.129,100,385,True,2023-07-25 15:06:52,R_33ds7o7P5V2FTAY,,,,,38.617,-90.2566,anonymous,EN,Extremely critical,Quite motivated,Top priority,Not very well,Not at a lot of effort,Not very well,Quite true,Quite true,Often,Sometimes,Moderately true,Moderately confident,Quite willing,Quite willing,Slightly willing,Slightly willing,Extremely willing,Quite willing,Quite willing,Extremely willing,Extremely willing,Extremely willing,Quite motivated,Quite motivated,Quite motivated,Quite motivated,Quite motivated,Slightly motivated,Slightly motivated,Quite motivated,Moderately motivated,,,,['Thoracic Surgery'],,3,This is an incredibly important project for any surgical center in the United States. The amount of surgical waste and inefficiency is staggering. ,washu,0,,0,0,,['0.02857142857142857'],QID1,Midwest,7,99,1
117,2023-07-25 15:21:12,2023-07-25 15:25:54,IP Address,128.252.210.3,100,281,True,2023-07-25 15:25:54,R_2fByou8nvRRsOrv,,,,,38.617,-90.2566,anonymous,EN,Extremely critical,Moderately motivated,Quite a high priority,Slightly well,Not at a lot of effort,Not very well,Quite true,Quite true,Once in a while,Almost always,Moderately true,Quite confident,Moderately willing,Extremely willing,Extremely willing,Extremely willing,I am already doing this,I am already doing this,Extremely willing,I am already doing this,Extremely willing,I am already doing this,Quite motivated,Quite motivated,Quite motivated,Moderately motivated,Not at all motivated,Not at all motivated,Not at all motivated,Slightly motivated,Moderately motivated,,,,"['Hepatopancreaticobiliary Surgery', 'Transplant Surgery']",,6,,washu,0,,0,0,,['0.05714285714285714'],"QID1,QID13",Midwest,7,99,1
118,2023-07-25 17:57:29,2023-07-25 17:59:54,IP Address,128.252.210.3,100,145,True,2023-07-25 17:59:55,R_2P29uuCaobEYRUw,,,,,38.617,-90.2566,anonymous,EN,Moderately critical,Moderately motivated,Moderate priority,Moderately well,Moderate effort,Moderately well,Moderately true,Moderately true,Sometimes,Once in a while,Moderately true,Slightly confident,Moderately willing,Moderately willing,Moderately willing,Moderately willing,Moderately willing,Moderately willing,Moderately willing,Moderately willing,Moderately willing,Moderately willing,Slightly motivated,Slightly motivated,Slightly motivated,Slightly motivated,Slightly motivated,Slightly motivated,Slightly motivated,Slightly motivated,Slightly motivated,,,,['Other'],,,,washu,0,,0,0,,['0.08571428571428572'],"QID1,QID13,QID62",Midwest,7,99,1
119,2023-07-25 21:15:25,2023-07-25 21:19:21,IP Address,99.27.231.48,100,235,True,2023-07-25 21:19:21,R_22VvC1r84TcPmqq,,,,,38.6101,-90.56,anonymous,EN,Extremely critical,Extremely motivated,Top priority,Moderately well,Slight effort,Slightly well,Slightly true,Slightly true,Sometimes,Almost never,Slightly true,Quite confident,Slightly willing,Quite willing,Quite willing,Quite willing,Extremely willing,Slightly willing,Quite willing,Quite willing,I am already doing this,Quite willing,Extremely motivated,Extremely motivated,Extremely motivated,Extremely motivated,Extremely motivated,Extremely motivated,Extremely motivated,Extremely motivated,Extremely motivated,,,,['Hepatopancreaticobiliary Surgery'],,1,,washu,0,,0,0,,['0.05714285714285714'],"QID1,QID13",Midwest,7,99,1
120,2023-07-26 05:24:09,2023-07-26 05:28:07,IP Address,172.254.26.166,100,237,True,2023-07-26 05:28:08,R_2bZBslerj3DMla2,,,,,40.6955,-73.9667,anonymous,EN,Extremely critical,Extremely motivated,Top priority,Not very well,Not at a lot of effort,Not very well,Quite true,Quite true,Almost always,Almost never,Extremely true,Quite confident,I am already doing this,Extremely willing,Not at all willing,Not at all willing,I am already doing this,Slightly willing,Extremely willing,Extremely willing,Extremely willing,Not at all willing,Slightly motivated,Slightly motivated,Slightly motivated,Slightly motivated,Slightly motivated,Not at all motivated,Slightly motivated,Slightly motivated,Slightly motivated,,,,['Cardiac Surgery'],,6,,washu,0,,0,0,,['0.05714285714285714'],"QID1,QID13",Midwest,7,99,1
121,2023-07-26 06:50:53,2023-07-26 06:56:11,IP Address,172.58.187.195,100,317,True,2023-07-26 06:56:11,R_1E4F9YhMSq1l2SF,,,,,38.894,-77.0365,anonymous,EN,Not at all critical,Not at all motivated,Not at all a priority,Extremely well,Quite a bit of effort,Extremely well,Extremely true,Extremely true,Often,Sometimes,Extremely true,Not at all confident,Not at all willing,Not at all willing,Extremely willing,Not at all willing,Quite willing,Not at all willing,Not at all willing,I am already doing this,I am already doing this,Not at all willing,Not at all motivated,Not at all motivated,Not at all motivated,Not at all motivated,Not at all motivated,Not at all motivated,Not at all motivated,Not at all motivated,Not at all motivated,,,,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Trauma Surgery/Critical Care']",Sustainability Director (or Coordinator),22,"misguided surgery. the cost savings are not transferred to the patient or the dept. hospital systems continue to markup cost 300-500% to the patient. any cost savings are into the pocket of admin and so called non profit health systems . saving money for insurance agencies is a non starter. there is no reimbursement model for telemedicine for followup care ie global
again poorly thought out study",washu,0,,0,0,,['0'],,Midwest,7,99,1
122,2023-07-26 07:05:49,2023-07-26 07:11:14,IP Address,128.252.154.2,100,324,True,2023-07-26 07:11:14,R_UhFGPOiFQyiD7lD,,,,,38.6433,-90.2575,anonymous,EN,Moderately critical,Slightly motivated,Moderate priority,Not very well,Not at a lot of effort,Not very well,Extremely true,Moderately true,Once in a while,Almost never,Extremely true,Not at all confident,I am already doing this,I am already doing this,I am already doing this,I am already doing this,I am already doing this,I am already doing this,Quite willing,I am already doing this,I am already doing this,I am already doing this,Not at all motivated,Not at all motivated,Not at all motivated,Moderately motivated,Not at all motivated,Not at all motivated,Not at all motivated,Not at all motivated,Not at all motivated,,,,['Surgical Oncology'],Department Chair,23,,washu,0,,0,0,,['0.02857142857142857'],QID13,Midwest,7,99,1
123,2023-07-26 07:43:51,2023-07-26 07:48:29,IP Address,128.252.212.204,100,277,True,2023-07-26 07:48:30,R_2txR0mP9V8dA351,,,,,38.662,-90.2889,anonymous,EN,Extremely critical,Extremely motivated,Top priority,Slightly well,Slight effort,Slightly well,Quite true,Moderately true,Sometimes,Sometimes,Slightly true,Moderately confident,Quite willing,Moderately willing,Moderately willing,Quite willing,Extremely willing,Extremely willing,Extremely willing,I am already doing this,Extremely willing,Moderately willing,Moderately motivated,Moderately motivated,Moderately motivated,Quite motivated,Slightly motivated,Slightly motivated,Moderately motivated,Quite motivated,Not at all motivated,,,,['Transplant Surgery'],Program Director (or Assistant Program Director),1,,washu,0,,0,0,,['0.02857142857142857'],QID13,Midwest,7,99,1
124,2023-07-26 09:22:02,2023-07-26 09:26:46,IP Address,128.252.34.131,100,284,True,2023-07-26 09:26:47,R_2anudYeXDJQ6Zsu,,,,,38.6364,-90.1985,anonymous,EN,Slightly critical,Quite motivated,Moderate priority,Not very well,Not at a lot of effort,Not very well,Quite true,Quite true,Often,Sometimes,Moderately true,Slightly confident,Quite willing,Quite willing,Quite willing,Quite willing,I am already doing this,Slightly willing,Quite willing,Not at all willing,I am already doing this,I am already doing this,Quite motivated,Quite motivated,Quite motivated,Quite motivated,Quite motivated,Not at all motivated,Moderately motivated,Moderately motivated,Moderately motivated,,,,['Pediatric Surgery'],,6,,washu,0,,0,0,,['0.05714285714285714'],"QID1,QID13",Midwest,7,99,1
125,2023-07-26 09:46:33,2023-07-26 09:50:49,IP Address,128.252.34.131,100,256,True,2023-07-26 09:50:50,R_2CE2cX0g5eeVA13,,,,,38.6364,-90.1985,anonymous,EN,Slightly critical,Slightly motivated,Moderate priority,Moderately well,Slight effort,Not very well,Quite true,Quite true,Sometimes,Often,Quite true,Slightly confident,Slightly willing,Slightly willing,Extremely willing,Extremely willing,Moderately willing,Moderately willing,Slightly willing,Moderately willing,Extremely willing,Quite willing,Slightly motivated,Slightly motivated,Quite motivated,Quite motivated,Slightly motivated,Not at all motivated,Slightly motivated,Slightly motivated,Slightly motivated,,,,['Pediatric Surgery'],Program Director (or Assistant Program Director),26,,washu,0,,0,0,,['0.02857142857142857'],QID13,Midwest,7,99,1
126,2023-07-26 09:47:31,2023-07-26 09:51:28,IP Address,128.252.34.130,100,237,True,2023-07-26 09:51:29,R_2ro1PARHbeh2GrX,,,,,38.6364,-90.1985,anonymous,EN,Quite critical,Quite motivated,Quite a high priority,Not very well,Not at a lot of effort,Not very well,Moderately true,Moderately true,Almost always,Sometimes,Moderately true,Slightly confident,Moderately willing,Quite willing,Quite willing,Quite willing,Quite willing,Quite willing,Quite willing,Extremely willing,Quite willing,Quite willing,Moderately motivated,Quite motivated,Quite motivated,Quite motivated,Quite motivated,Quite motivated,Quite motivated,Quite motivated,Quite motivated,,,,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Bariatric/Minimally Invasive Surgery', 'Breast Surgery', 'Colon and Rectal Surgery', 'Endocrine Surgery', 'Hepatopancreaticobiliary Surgery', 'Pediatric Surgery']",,32,Provocative questions. Great ideas!,washu,0,,0,0,,['0.02857142857142857'],QID1,Midwest,7,99,1
127,2023-07-26 09:57:24,2023-07-26 10:01:48,IP Address,107.122.93.136,100,263,True,2023-07-26 10:01:48,R_Qh1HxO1KFRChkYN,,,,,39.7413,-86.1524,anonymous,EN,Moderately critical,Quite motivated,Top priority,Not very well,Slight effort,Slightly well,Extremely true,Extremely true,Once in a while,Often,Quite true,Not at all confident,Extremely willing,Quite willing,Moderately willing,Moderately willing,Extremely willing,Extremely willing,Quite willing,Moderately willing,Quite willing,Moderately willing,Extremely motivated,Moderately motivated,Extremely motivated,Not at all motivated,Quite motivated,Not at all motivated,Not at all motivated,Moderately motivated,Not at all motivated,,,,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery']",,20,,washu,0,,0,0,,['0.05714285714285714'],"QID1,QID13",Midwest,7,99,1
128,2023-07-26 10:20:56,2023-07-26 10:27:29,IP Address,128.252.210.1,100,393,True,2023-07-26 10:27:30,R_1IuZy5Ff4HgH6Qy,,,,,38.617,-90.2566,anonymous,EN,Slightly critical,Slightly motivated,Not at all a priority,Quite well,Not at a lot of effort,Slightly well,Extremely true,Slightly true,Often,Often,Slightly true,Not at all confident,I am already doing this,I am already doing this,Extremely willing,Extremely willing,Quite willing,Moderately willing,Slightly willing,I am already doing this,I am already doing this,I am already doing this,Slightly motivated,Slightly motivated,Moderately motivated,Slightly motivated,Not at all motivated,Not at all motivated,Not at all motivated,Not at all motivated,Slightly motivated,,,,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Colon and Rectal Surgery', 'Trauma Surgery/Critical Care']",Program Director (or Assistant Program Director),21,Some of the questions I am not willing as i would like to understand the research behind why they are actually an improvement in carbon footprint. An option should be  not willing as i dont think it helps (Not just because I am stubborn.),washu,0,,0,0,,['0'],,Midwest,7,99,1
129,2023-07-26 10:45:56,2023-07-26 11:40:04,IP Address,172.59.169.236,100,3248,True,2023-07-26 11:40:04,R_XOpigBJlgrfT6W5,,,,,38.5753,-90.2651,anonymous,EN,Quite critical,Slightly motivated,Moderate priority,Moderately well,Slight effort,Slightly well,Quite true,Quite true,Sometimes,Almost always,Slightly true,Moderately confident,Moderately willing,Quite willing,Extremely willing,Extremely willing,Quite willing,Slightly willing,Quite willing,Slightly willing,I am already doing this,Quite willing,Extremely motivated,Quite motivated,Extremely motivated,Moderately motivated,Extremely motivated,Slightly motivated,Moderately motivated,Moderately motivated,Extremely motivated,,,,"['Abdominal Wall/Hernia Surgery', 'Hepatopancreaticobiliary Surgery']",Program Director (or Assistant Program Director),16,,washu,0,,0,0,,['0.02857142857142857'],QID13,Midwest,7,99,1
130,2023-07-26 17:28:21,2023-07-26 17:33:55,IP Address,23.93.214.202,100,333,True,2023-07-26 17:33:55,R_2w66EVkTBem7xud,,,,,37.8043,-122.2156,anonymous,EN,Moderately critical,Not at all motivated,Moderate priority,Not very well,Not at a lot of effort,Not very well,Quite true,Quite true,Often,Often,Quite true,Not at all confident,Extremely willing,Extremely willing,Extremely willing,Extremely willing,Extremely willing,Extremely willing,Extremely willing,Extremely willing,Extremely willing,I am already doing this,Slightly motivated,Moderately motivated,Slightly motivated,Moderately motivated,Slightly motivated,Not at all motivated,Not at all motivated,Slightly motivated,Slightly motivated,,,,"['Acute Care Surgery/Emergency General Surgery', 'Trauma Surgery/Critical Care']",,15,,ucsf,0,,0,0,,['0.05714285714285714'],"QID1,QID13",West,9,123,1
131,2023-07-26 17:57:08,2023-07-26 18:03:02,IP Address,128.218.42.114,100,353,True,2023-07-26 18:03:02,R_27KHJQggTLrIzVp,,,,,37.7562,-122.4866,anonymous,EN,Quite critical,Quite motivated,Quite a high priority,Moderately well,Slight effort,Slightly well,Moderately true,Moderately true,Often,Often,Quite true,Slightly confident,Moderately willing,Moderately willing,Quite willing,Moderately willing,Quite willing,Quite willing,Quite willing,Quite willing,Quite willing,Quite willing,Quite motivated,Moderately motivated,Quite motivated,Quite motivated,Slightly motivated,Slightly motivated,Moderately motivated,Slightly motivated,Slightly motivated,,,,['Pediatric Surgery'],,44,,ucsf,0,,0,0,,['0.05714285714285714'],"QID1,QID13",West,9,123,1
132,2023-07-26 18:03:06,2023-07-26 18:08:45,IP Address,128.218.42.119,100,338,True,2023-07-26 18:08:45,R_2VsFaAFVnUfN9Fy,,,,,37.7562,-122.4866,anonymous,EN,Moderately critical,Quite motivated,Quite a high priority,Moderately well,Slight effort,Slightly well,Quite true,Moderately true,Almost always,Sometimes,Moderately true,Moderately confident,Quite willing,Quite willing,Extremely willing,Extremely willing,I am already doing this,I am already doing this,Quite willing,Extremely willing,I am already doing this,I am already doing this,Quite motivated,Quite motivated,Quite motivated,Quite motivated,Quite motivated,Quite motivated,Quite motivated,Quite motivated,Quite motivated,,,,['Endocrine Surgery'],,24,,ucsf,0,,0,0,,['0.05714285714285714'],"QID1,QID13",West,9,123,1
133,2023-07-26 18:11:45,2023-07-26 18:40:32,IP Address,69.109.160.84,100,1727,True,2023-07-26 18:40:33,R_2QRkpAOSaCPPpLW,,,,,33.5716,-101.8545,anonymous,EN,Extremely critical,Extremely motivated,Top priority,Moderately well,Not at a lot of effort,Slightly well,Extremely true,Extremely true,Almost always,Often,Extremely true,Slightly confident,Extremely willing,Extremely willing,Extremely willing,Extremely willing,Extremely willing,Quite willing,Extremely willing,I am already doing this,I am already doing this,Quite willing,Extremely motivated,Quite motivated,Extremely motivated,Extremely motivated,Extremely motivated,Moderately motivated,Extremely motivated,Extremely motivated,Extremely motivated,,,,"['Abdominal Wall/Hernia Surgery', 'Hepatopancreaticobiliary Surgery', 'Surgical Oncology']",,7,Thank you for conducting this survey. Looking forward to the results!,texastech,0,,0,0,,['0.02857142857142857'],QID1,Southwest,6,27,1
134,2023-07-26 19:42:29,2023-07-26 19:49:38,IP Address,75.111.185.34,100,428,True,2023-07-26 19:49:39,R_1jJkcoKRUwvFUst,,,,,33.5134,-101.8818,anonymous,EN,Slightly critical,Not at all motivated,Low priority,Not very well,Not at a lot of effort,Not very well,Slightly true,Slightly true,Once in a while,Often,Not at all true,Not at all confident,Moderately willing,Slightly willing,Quite willing,Quite willing,Quite willing,Not at all willing,Slightly willing,Slightly willing,Slightly willing,Slightly willing,Slightly motivated,Slightly motivated,Slightly motivated,Not at all motivated,Not at all motivated,Not at all motivated,Not at all motivated,Slightly motivated,Not at all motivated,,,,['Colon and Rectal Surgery'],,3,,texastech,0,,0,0,,['0.05714285714285714'],"QID1,QID13",Southwest,6,27,1
